"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00029114","1972","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1150.8","","    1150.8","0","        50","0","        25","0","         1","0","        0","","         0","0","         0","0","        74","0","         1","0","       213","0","        94","0","","","   -9.4","0,1212,+","     0","T,0,1212, ","     0","T,0,1223,+","  49.3"," ,0,0622, ","   42.2","0,0803, ","","","0.0","0,1031","-2.2","0,1101","-6.1","0,1206","-9.4","0,1210","-9.4","0,1210","0.0","0,0214","-3.9","0,0213","-5.6","0,0212","-6.7","0,0204","-8.9","0,0131","    1983.5","5","    1983.5","0","    271.1"," ,0","        0","T,0","     16.23","0","     22.82","0","      9.65","0","",""
"USC00029114","1973","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1105.5","","    1105.5","0","        50","0","        17","0","         0","0","        4","","         2","0","         0","0","        72","0","         9","0","       191","0","        94","0","","","   -8.9","0,0105, ","    76"," ,0,0109, ","    76"," ,0,0109, ","  20.3"," ,0,0910, ","   41.7","0,0706,+","","","0.0","0,1123","-3.3","0,1127","-5.0","0,1220","","","","","-2.8","0,0220","-2.8","0,0220","-5.0","0,0202","-7.2","0,0130","-8.9","0,0105","    2380.8","8","    2380.8","0","    138.3"," ,0","      101"," ,0","     15.32","0","     21.63","0","      9.02","0","",""
"USC00029114","1974","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1193.3","","    1193.3","0","        31","0","        11","0","         0","0","        8","","","","         0","0","        85","0","         2","0","       204","0","       114","0","","","  -13.9","0,0103, ","   203"," ,0,0105, ","","","   6.6"," ,0,1003, ","   41.7","0,0628, ","","","-0.6","0,1125","-3.9","0,1130","-5.0","0,1210","-7.8","0,1224","-10.0","0,1225","-5.0","0,0413","-5.0","0,0413","-5.0","0,0413","-6.7","0,0106","-10.0","0,0104","    1986.2","2","    1986.2","0","     65.2"," ,0","","","     15.93","0","     22.66","0","      9.20","0","",""
"USC00029114","1975","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1010.7","","    1010.7","0","        48","0","        17","0","         0","0","","","","","         0","0","       101","0","         0","0","       180","0","        88","0","","","   -8.9","0,0407, ","","","","","  17.0"," ,0,0729, ","   39.4","0,0809,+","","","-1.7","0,1025","-2.2","0,1113","-5.0","0,1126","-6.7","0,1216","","","-5.6","0,0428","-5.6","0,0428","-5.6","0,0428","-8.9","0,0407","-8.9","0,0407","    2316.8","8","    2316.8","0","    140.8"," ,0","","","     14.58","0","     21.28","0","      7.88","0","",""
"USC00029114","1976","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1079.0","","    1079.0","0","        30","0","        13","0","         0","0","        0","","         0","0","         0","0","        81","0","         1","0","       192","0","        92","0","","","   -9.4","0,1128, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.5"," ,0,0302, ","   41.1","0,0711,+","","","-1.1","0,1125","-3.3","0,1127","-9.4","0,1128","-9.4","0,1128","-9.4","0,1128","-3.9","0,0417","-3.9","0,0417","-4.4","0,0127","-6.7","0,0105","-8.9","0,0101","    2080.1","1","    2080.1","0","    108.2"," ,0","        0"," ,0","     15.73","0","     22.64","0","      8.81","0","",""
"USC00029114","1977","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1176.8","","    1176.8","0","        28","0","        13","0","         0","0","        0","","         0","0","         0","0","        72","0","         0","0","       207","0","        98","0","","","  -10.0","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  10.2"," ,0,0725, ","   41.7","0,0731, ","","","-1.1","0,1109","-3.3","0,1217","-5.0","0,1220","","","","","-3.3","0,0330","-3.3","0,0330","-6.1","0,0313","-7.8","0,0116","-10.0","0,0110","    2105.6","6","    2105.6","0","     66.2"," ,0","        0"," ,0","     16.39","0","     23.55","0","      9.22","0","",""
"USC00029114","1978","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        54","0","        31","0","         0","0","        0","","         0","0","         0","0","        54","0","","","","","","","","","  -15.0","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  23.4"," ,0,1202, ","","","","","-1.1","0,1128","-3.3","0,1204","-5.6","0,1206","-12.8","0,1207","-12.8","0,1207","-0.6","0,0224","-2.2","0,0219","","","","","","","","","","","    280.8"," ,0","        0"," ,0","","","","","      9.47","0","",""
"USC00029114","1981","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1071.5","","    1071.5","0","        39","0","        25","0","         0","0","        0","","         0","0","         0","0","        56","0","         0","0","       192","0","        81","0","","","   -6.1","0,1202, ","     0"," ,0,1231,+","     0","T,0,1129, ","  18.3"," ,0,1002, ","   41.1","0,0621, ","","","0.0","0,1120","-3.9","0,1127","-6.1","0,1202","","","","","0.0","0,0321","-2.2","0,0212","","","","","","","","","","","    209.7"," ,0","        0","T,0","     16.34","0","     22.86","0","      9.82","0","",""
"USC00029114","1982","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1933.6","6","    1933.6","0","","","","","","","","","","","",""
"USC00029114","1983","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        54","0","        32","0","         5","0","        0","","         0","0","","","","","","","","","","","","","","","     0","T,0,0204, ","     0","T,0,0321, ","  37.1"," ,0,0826, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    404.9"," ,0","        0","T,0","","","","","","","",""
"USC00029114","1984","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","","","","","","","","","         0","0","","","","","","","","","","","","","","","","","     0","T,0,0214,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    105.5"," ,0","        0","T,0","","","","","","","",""
"USC00029114","1985","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1120.0","","    1120.0","0","        42","0","        18","0","         2","0","        0","","         0","0","         0","0","        73","0","         1","0","       191","0","        91","0","","","  -11.1","0,0201, ","     0"," ,0,1231,+","     0","T,0,1119, ","  32.8"," ,0,1112, ","   41.1","0,0705, ","","","0.0","0,1112","-6.1","0,1119","-6.1","0,1119","","","","","-0.6","0,0307","-5.0","0,0304","-5.0","0,0304","-8.3","0,0206","-10.0","0,0204","","","","","    188.0"," ,0","        0","T,0","     15.82","0","     22.28","0","      9.35","0","",""
"USC00029114","1986","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    191.5"," ,0","","","","","","","","","",""
"USC00029114","1987","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        55","0","        21","0","         0","0","","","         0","0","         0","0","        88","0","","","","","","","","","  -11.1","0,0118,+","","","     0"," ,0,1231,+","  17.5"," ,0,1101, ","","","","","-0.6","0,1114","-2.2","0,1118","-4.4","0,1119","-7.2","0,1224","","","-0.6","0,0331","-2.2","0,0301","-5.0","0,0126","-6.7","0,0123","-8.9","0,0122","","","","","    158.4"," ,0","        0"," ,0","","","","","      8.55","0","",""
"USC00029114","1988","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        39","0","        10","0","         0","0","","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  19.3"," ,0,0417, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    113.1"," ,0","        0"," ,0","","","","","","","",""
"USC00029114","1989","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        27","0","        15","0","         0","0","        0","","         0","0","         2","0","       103","0","","","","","","","","","  -18.9","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  10.9"," ,0,0818, ","","","","","-0.6","0,1029","-2.8","0,1102","-6.1","0,1130","-6.7","0,1212","","","-4.4","0,0318","-4.4","0,0318","-4.4","0,0318","-7.2","0,0220","-9.4","0,0219","","","","","    103.6"," ,0","        0"," ,0","","","","","      7.03","0","",""
"USC00029114","1990","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        43","0","        24","0","         0","0","        0","","         0","0","         0","0","        96","0","","","","","","","","","  -15.6","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.6"," ,0,0529, ","","","","","0.0","0,1108","-3.3","0,1128","-5.0","0,1129","-10.0","0,1221","-10.0","0,1221","-1.7","0,0318","-3.9","0,0315","-4.4","0,0314","-10.6","0,0216","-10.6","0,0216","","","","","    190.2"," ,0","        0"," ,0","","","","","      8.70","0","",""
"USC00029114","1991","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        34","0","        17","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.8"," ,0,1229, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    141.4"," ,0","        0"," ,0","","","","","","","",""
"USC00029114","1992","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        53","0","        25","0","         0","0","","","         3","0","","","","","","","","","","","","","","","","","    51"," ,0,0213, ","  24.1"," ,0,0831, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    281.3"," ,0","      167"," ,0","","","","","","","",""
"USC00029114","1994","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1318.2","","    1318.2","0","        45","0","        16","0","         0","0","        0","","         0","0","         0","0","        91","0","         0","0","       203","0","       116","0","","","   -7.2","0,0202, ","     0"," ,0,1231,+","     0","T,0,1104, ","  14.0"," ,0,1206, ","   43.3","0,0626, ","","","0.0","0,1011","-5.6","0,1114","-5.6","0,1114","","","","","-0.6","0,0328","-3.3","0,0224","-5.6","0,0223","-6.7","0,0203","","","    1984.2","2","    1984.2","0","    106.7"," ,0","        0","T,0","     16.20","0","     23.74","0","      8.65","0","",""
"USC00029114","1995","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1037.7","","    1037.7","0","        43","0","        19","0","         0","0","        0","","         0","0","         0","0","        56","0","         0","0","       204","0","        95","0","","","   -6.7","0,1226, ","     0"," ,0,1231,+","    13"," ,0,0417, ","  20.8"," ,0,0421, ","   46.1","0,0807, ","","","-1.7","0,1128","-2.8","0,1221","-5.0","0,1223","-6.7","0,1226","","","-0.6","0,0417","-2.2","0,0131","-4.4","0,0103","","","","","    2040.8","8","    2040.8","0","    153.4"," ,0","       13"," ,0","     16.20","0","     23.59","0","      8.82","0","",""
"USC00029114","1996","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1313.1","","    1313.1","0","        46","0","        15","0","         0","0","        0","","         0","0","         0","0","        72","0","         0","0","       201","0","       117","0","","","   -8.9","0,1218, ","     0"," ,0,1231,+","     0","T,0,1130,+","  16.5"," ,0,1003, ","   41.7","0,0726,+","","","-1.1","0,1026","-3.9","0,1201","-7.2","0,1203","-7.2","0,1203","-8.9","0,1218","-0.6","0,0303","-2.8","0,0229","-5.6","0,0227","-6.7","0,0128","","","    1744.6","6","    1744.6","0","    128.7"," ,0","        0","T,0","     16.63","0","     24.15","0","      9.12","0","",""
"USC00029114","1997","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        49","0","        25","0","         0","0","        1","","         0","0","","","","","","","","","","","","","","","    25"," ,0,1226, ","     3"," ,0,0106, ","  19.6"," ,0,0402, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    188.4"," ,0","        3"," ,0","","","","","","","",""
"USC00029114","1998","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","    995.8","","     995.8","0","        51","0","        17","0","         1","0","        0","","         0","0","         0","0","        91","0","         0","0","       181","0","        89","0","","","   -9.4","0,1224, ","     0","T,0,1221, ","     5"," ,0,1221, ","  45.7"," ,0,1023, ","   41.7","0,0720,+","","","-3.3","0,1110","-3.3","0,1110","-5.0","0,1207","-6.7","0,1208","-9.4","0,1224","-0.6","0,0417","-3.3","0,0308","-5.0","0,0301","-6.7","0,0108","","","","","","","    205.7"," ,0","        8"," ,0","     15.11","0","     22.35","0","      7.87","0","",""
"USC00029114","1999","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        24","0","        10","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","     0","T,0,0127, ","     0"," ,0,1231,+","  17.8"," ,0,0728, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     93.1"," ,0","        0"," ,0","","","","","","","",""
"USC00029114","2000","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        49","0","        17","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0","T,0,1101, ","     0","T,0,1109, ","  31.8"," ,0,1021, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    204.7"," ,0","        0","T,0","","","","","","","",""
"USC00029114","2001","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        50","0","        22","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","     0","T,0,1212,+","     0","T,0,1212,+","  20.3"," ,0,0917, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    203.3"," ,0","        0","T,0","","","","","","","",""
"USC00029114","2002","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1347.0","","    1347.0","0","        20","0","        12","0","         0","0","        0","","         0","0","         0","0","        82","0","         0","0","       200","0","       109","0","","","   -7.8","0,0202,+","     0","T,0,1224,+","     0","T,0,1224,+","  20.8"," ,0,0908, ","   42.2","0,0813,+","","","0.0","0,1126","-2.8","0,1127","-5.0","0,1219","","","","","-5.0","0,0321","-5.0","0,0321","-5.0","0,0321","-7.8","0,0202","","","","","","","     74.4"," ,0","        0","T,0","     16.47","0","     23.62","0","      9.32","0","",""
"USC00029114","2003","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        23","0","        11","0","         0","0","        0","","         0","0","","","","","         0","0","       193","0","       114","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.3"," ,0,1113, ","   43.3","0,0715,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    146.4"," ,0","        0"," ,0","","","     23.68","0","","","",""
"USC00029114","2004","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","",""
"USC00029114","2005","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","   1076.9","","    1076.9","0","        39","0","        26","0","         0","0","        0","","         0","0","         0","0","        56","0","         0","0","       193","0","        91","0","","","   -8.9","0,1207, ","     0","T,0,0108, ","     0"," ,0,1231,+","  22.4"," ,0,0127, ","   42.2","0,0720,+","","","-0.6","0,1115","-2.8","0,1128","-5.6","0,1204","-6.7","0,1205","-8.9","0,1207","0.0","0,0315","-2.2","0,0209","","","","","","","    1882.1","1","    1882.1","0","    235.8"," ,0","        0"," ,0","     16.04","0","     22.67","0","      9.42","0","",""
"USC00029114","2006","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        29","0","        21","0","         1","0","        0","","         0","0","","","","","         0","0","       185","0","       103","0","","","","","     0"," ,0,1231,+","    23"," ,0,1218, ","  27.9"," ,0,1004, ","   42.2","0,0724, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    157.8"," ,0","       23"," ,0","","","     22.83","0","","","",""
"USC00029114","2007","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        19","0","        15","0","         1","0","        0","","         0","0","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.7"," ,0,0922, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    193.1"," ,0","        0"," ,0","","","","","","","",""
"USC00029114","2008","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","        19","0","        15","0","         0","0","        0","","         2","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","    51"," ,0,1218, ","  15.7"," ,0,0831, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    110.5"," ,0","      104"," ,0","","","","","","","",""
"USC00029114","2009","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1774.1","1","    1774.1","0","","","","","","","","","","","",""
