"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012873","2009","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.5","W","   2164.5","","    2164.5","W","       106","W","        72","W","        17","W","","","","","         0","W","         0","W","         0","W","       324","W","       109","W","       144"," ","        22"," ","        85"," ","    1.7","W,0205,+","","","","","  68.3"," ,W,0701, ","   36.1","W,0618, ","","","","","","","     246.1","1","     246.1","W","   1240.4"," ,W","","","     23.53","W","     28.13","W","     18.93","W","       260","W","       210","W","      19.2","W","      64.4","W"
"USW00012873","2010","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.6","W","   1947.1","","    1947.1","W","        96","W","        64","W","        14","W","","","","","         0","W","         4","W","         0","W","       286","W","       102","W","       114"," ","        12"," ","        57"," ","   -1.0","W,1229,+","","","","","  47.5"," ,W,0418, ","   35.6","W,0612, ","-0.5","W,1228","-1.0","W,0112","","","     485.5","5","     485.5","W","   1089.5"," ,W","","","     21.93","W","     26.47","W","     17.38","W","       180","W","       140","W","      15.7","W","      21.0","W"
"USW00012873","2011","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.3","W","   2063.8","","    2063.8","W","       109","W","        76","W","        24","W","","","","","         0","W","         1","W","         0","W","       335","W","       100","W","       135"," ","        23"," ","        83"," ","   -0.5","W,0113, ","","","","","  95.2"," ,W,0331, ","   35.0","W,0622, ","","","-0.5","W,0113","","","     390.3","3","     390.3","W","   1760.3"," ,W","","","     23.41","W","     27.98","W","     18.85","W","       330","W","       210","W","      18.3","W","      38.0","W"
"USW00012873","2012","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.4","W","   2093.4","","    2093.4","W","       117","W","        70","W","        13","W","","","","","         0","W","         0","W","         0","W","       340","W","        73","W","       137"," ","        30"," ","        86"," ","    1.1","W,0212, ","","","",""," 204.2"," ,W,0624, ","   35.0","W,0809,+","","","","","","","     124.1","1","     124.1","W","   1511.1"," ,W","","","     23.62","W","     28.11","W","     19.12","W","       290","W","       200","W","      17.4","W","      34.0","W"
"USW00012873","2013","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.5","W","   2087.2","","    2087.2","W","       132","W","        83","W","        15","W","","","","","         0","W","         0","W","         0","W","       334","W","        78","W","       110"," ","        12"," ","        98"," ","    4.4","W,1128, ","","","","","  93.5"," ,W,0601, ","   34.4","W,0821, ","","","","","","","     207.9","9","     207.9","W","   1400.6"," ,W","","","     23.61","W","     28.03","W","     19.19","W","       120","W","       140","W","      16.5","W","      24.1","W"
"USW00012873","2014","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.4","W","   1946.9","","    1946.9","W","       119","W","        81","W","        15","W","","","","","         0","W","         0","W","         0","W","       312","W","        95","W","         1"," ","","","","","    1.7","W,0107, ","","","","","  65.8"," ,W,0917, ","   35.6","W,0629,+","","","","","","","     238.0","0","     238.0","W","   1247.0"," ,W","","","     22.80","W","     27.34","W","     18.26","W","       140","W","       200","W","      15.7","W","      19.2","W"
"USW00012873","2015","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.5","W","   2338.6","","    2338.6","W","       104","W","        69","W","        16","W","","","","","         0","W","         0","W","         0","W","       335","W","        89","W","         2"," ","","","         1"," ","    2.8","W,0220, ","","","","","  71.9"," ,W,0801, ","   35.0","W,0711,+","","","","","","","     263.7","7","     263.7","W","   1235.2"," ,W","","","     24.26","W","     28.57","W","     19.95","W","        10","W","       360","W","      18.3","W","      25.5","W"
"USW00012873","2016","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.7","W","   2233.1","","    2233.1","W","       105","W","        69","W","         7","W","        0","","         0","W","         0","W","         0","W","         0","W","       326","W","       112","W","       105"," ","        10"," ","       113"," ","    3.3","W,0125, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 118.6"," ,W,0831, ","   36.1","W,0823, ","","","","","","","     182.0","0","     182.0","W","   1155.1"," ,W","        0"," ,W","     23.87","W","     28.32","W","     19.42","W","       190","W","       220","W","      17.9","W","      22.8","W"
"USW00012873","2017","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.5","W","   2342.4","","    2342.4","W","       121","W","        81","W","        13","W","","","","","         0","W","         0","W","         0","W","       346","W","       122","W","       155"," ","        23"," ","       108"," ","    1.7","W,0108, ","","","","","  97.0"," ,W,0910, ","   36.1","W,0822, ","","","","","","","     104.5","5","     104.5","W","   1307.8"," ,W","","","     24.43","W","     29.09","W","     19.77","W","       330","W","       360","W","      23.7","W","      32.6","W"
"USW00012873","2018","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","       138"," ","        16"," ","       115"," ","","","","","","","","","","","","","","","","","     200.7","7","     200.7","W","","","","","","","","","","","","","","","","","",""
"USW00012873","2019","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.6","W","   2261.8","","    2261.8","W","       114","W","        78","W","        26","W","        0","","","","         0","W","         0","W","         0","W","       334","W","       110","W","       137"," ","        13"," ","        90"," ","    5.0","W,0129, ","     0"," ,W,1231,+","","","  91.7"," ,W,0709, ","   35.6","W,0626, ","","","","","","","","","","","   1594.6"," ,W","","","     24.12","W","     28.52","W","     19.73","W","       290","W","       250","W","      16.1","W","      21.9","W"
"USW00012873","2020","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.8","W","   2512.4","","    2512.4","W","       116","W","        71","W","        13","W","        0","","         0","W","         0","W","         0","W","         0","W","       339","W","       126","W","       123"," ","         5"," ","        93"," ","    2.8","W,0122, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 149.4"," ,W,1111, ","   36.1","W,0904,+","","","","","","","     126.6","6","     126.6","W","   1359.2"," ,W","        0"," ,W","     24.76","W","     29.14","W","     20.38","W","       150","W","       160","W","      18.3","W","      25.9","W"
"USW00012873","2021","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.6","W","   2285.9","","    2285.9","W","       116","W","        81","W","        12","W","        0","","         0","W","         0","W","         0","W","         0","W","       337","W","       109","W","       136"," ","        23"," ","        97"," ","    5.6","W,0204,+","     0"," ,W,1231,+","     0"," ,W,1231,+","  75.2"," ,W,0707, ","   35.6","W,0818,+","","","","","","","     193.7","7","     193.7","W","   1274.8"," ,W","        0"," ,W","     24.18","W","     28.58","W","     19.77","W","       110","W","       110","W","      18.3","W","      23.3","W"
"USW00012873","2022","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.6","W","","","","","","","","","","","        0","","         0","W","","","","","","","","","","","       115"," ","        13"," ","       112"," ","","","     0"," ,W,1231,+","     0"," ,W,1231,+","","","","","","","","","","","","","","","","","        0"," ,W","","","","","","","       310","W","        20","W","      20.1","W","      33.1","W"
"USW00012873","2023","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","       3.7","W","   2306.9","","    2306.9","W","        97","W","        56","W","         9","W","        0","","         0","W","         0","W","         0","W","         0","W","       331","W","       106","W","       119"," ","        23"," ","        86"," ","    3.3","W,0116, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  54.6"," ,W,0731, ","   36.7","W,0813, ","","","","","","","     144.8","8","     144.8","W","    778.2"," ,W","        0"," ,W","     24.35","W","     28.92","W","     19.79","W","       190","W","       180","W","      19.2","W","      27.3","W"
"USW00012873","2024","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","","","","","","","       101","W","        69","W","        11","W","        0","","         0","D","","","","","","","","","","","       104"," ","        16"," ","        89"," ","","","     0"," ,D,1231,+","     0"," ,D,1231,+"," 233.2"," ,W,1009, ","","","","","","","","","     191.9","9","     191.9","W","   1512.6"," ,W","        0"," ,D","","","","","","","","","","","","","",""
"USW00012873","2025","27.91255","-82.68555","0.1","ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        40"," ","         9"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
