"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003171","2009","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.0","W","   1051.5","","    1051.5","W","        28","W","        13","W","         0","W","","","","","         0","W","         2","W","         0","W","       282","W","       102","W","       131"," ","        11"," ","         1"," ","    0.0","W,0210,+","","","","","  24.1"," ,W,1207, ","   42.2","W,0829,+","","","","","0.0","W,0210","","","","","","","    139.2"," ,W","","","     19.11","W","     26.45","W","     11.78","W","        90","W","       270","W","      39.8","W","      48.3","W"
"USW00003171","2010","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","","","","","","","        66","W","        30","W","         4","W","","","","","","","","","","","","","","","       164"," ","         8"," ","         3"," ","","","","","","","  63.2"," ,W,1222, ","","","","","","","","","","","     778.6","6","     778.6","W","    417.1"," ,W","","","","","","","","","       140","W","       150","W","      16.5","W","      66.2","W"
"USW00003171","2011","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.0","W","    928.3","","     928.3","W","        37","W","        18","W","         0","W","","","","","         0","W","         1","W","         0","W","       267","W","        95","W","       132"," ","        14"," ","         3"," ","   -0.5","W,0227, ","","","","","  19.1"," ,W,0320, ","   42.2","W,0827, ","","","","","-0.5","W,0227","","","","","","","    175.3"," ,W","","","     18.58","W","     25.87","W","     11.28","W","       200","W","       190","W","      35.3","W","      21.0","W"
"USW00003171","2012","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       1.9","W","   1211.7","","    1211.7","W","        32","W","        15","W","         0","W","","","","","         0","W","         0","W","         0","W","       278","W","       106","W","       114"," ","        14"," ","         1"," ","    1.1","W,1231, ","","","","","  13.2"," ,W,0317, ","   41.7","W,1001, ","","","","","","","","","     717.4","4","     717.4","W","    121.2"," ,W","","","     19.83","W","     27.19","W","     12.46","W","       250","W","","","      14.8","W","",""
"USW00003171","2013","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       1.9","W","","","","","        22","W","         9","W","         0","W","        0","","         0","W","         0","W","         3","W","","","","","","","        97"," ","         7"," ","         4"," ","   -1.0","W,0113,+","     0"," ,W,1231,+","     0"," ,W,1231,+","  14.5"," ,W,0208, ","","","","","","","-1.0","W,0113","","","","","","","     86.3"," ,W","        0"," ,W","","","","","     12.07","W","       230","W","        30","W","      11.2","W","      18.3","W"
"USW00003171","2014","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.1","W","   1273.7","","    1273.7","W","        24","W","        10","W","         2","W","        0","","         0","W","         0","W","         0","W","         0","W","       308","W","       119","W","       102"," ","         4"," ","         9"," ","    0.6","W,1231, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  27.2"," ,W,1212, ","   42.2","W,0916,+","","","","","","","","","     467.2","2","     467.2","W","    135.6"," ,W","        0"," ,W","     20.62","W","     27.95","W","     13.29","W","       240","W","        30","W","      14.3","W","      19.7","W"
"USW00003171","2015","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.1","W","   1314.2","","    1314.2","W","        33","W","        17","W","         2","W","        0","","","","         0","W","         2","W","         0","W","       298","W","       108","W","        85"," ","        10"," ","        10"," ","   -1.0","W,0102,+","     0"," ,W,1231,+","","","  46.5"," ,W,0915, ","   42.2","W,0815, ","","","","","-1.0","W,0102","","","     443.7","7","     443.7","W","    190.8"," ,W","","","     20.44","W","     27.70","W","     13.18","W","       250","W","       350","W","      12.5","W","      17.9","W"
"USW00003171","2016","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.2","W","   1242.3","","    1242.3","W","        37","W","        23","W","         0","W","        0","","","","         0","W","         0","W","         0","W","       291","W","       114","W","        93"," ","         6"," ","         9"," ","    0.6","W,1225, ","     0"," ,W,1231,+","","","  24.1"," ,W,0106, ","   45.6","W,0620, ","","","","","","","","","     591.7","7","     591.7","W","    242.4"," ,W","","","     20.31","W","     27.59","W","     13.03","W","       250","W","       250","W","      18.3","W","      22.4","W"
"USW00003171","2017","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.3","W","   1251.6","","    1251.6","W","        32","W","        19","W","         3","W","","","","","         0","W","         1","W","         0","W","       297","W","       118","W","       102"," ","         6"," ","         6"," ","    0.0","W,0117, ","","","","","  40.4"," ,W,0122, ","   44.4","W,0901,+","","","","","0.0","W,0117","","","     649.9","9","     649.9","W","    216.1"," ,W","","","     20.21","W","     27.58","W","     12.83","W","       270","W","       360","W","      12.5","W","      18.8","W"
"USW00003171","2018","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.4","W","   1169.0","","    1169.0","W","        28","W","        16","W","         1","W","","","","","         0","W","         0","W","         0","W","       293","W","       108","W","        97"," ","         8"," ","         5"," ","    0.6","W,0220, ","","","","","  30.5"," ,W,0109, ","   47.8","W,0706, ","","","","","","","","","     478.8","8","     478.8","W","    183.1"," ,W","","","     19.91","W","     27.26","W","     12.55","W","        40","W","","","      12.5","W","",""
"USW00003171","2019","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.3","W","   1016.1","","    1016.1","W","        46","W","        24","W","         3","W","","","","","         0","W","         0","W","         0","W","       247","W","        98","W","       118"," ","        13"," ","         7"," ","    0.6","W,0222,+","","","","","  68.1"," ,W,0214, ","   41.7","W,0611, ","","","","","","","","","     811.6","6","     811.6","W","    368.0"," ,W","","","     18.72","W","     25.86","W","     11.58","W","       260","W","       250","W","      14.3","W","      18.8","W"
"USW00003171","2020","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.3","W","   1279.4","","    1279.4","W","        22","W","        14","W","         2","W","","","","","         0","W","         0","W","         0","W","       282","W","       123","W","        76"," ","         5"," ","         3"," ","    1.7","W,0205, ","","","","","  38.9"," ,W,0312, ","   47.2","W,0906,+","","","","","","","","","     732.2","2","     732.2","W","    196.9"," ,W","","","     19.92","W","     27.53","W","     12.31","W","        30","W","        30","W","      13.9","W","      22.8","W"
"USW00003171","2021","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.4","W","   1111.7","","    1111.7","W","        27","W","        16","W","         2","W","","","","","         0","W","         0","W","         0","W","       283","W","       110","W","        85"," ","        13"," ","         6"," ","    1.1","W,1216,+","","","","","  29.5"," ,W,1214, ","   41.7","W,0905, ","","","","","","","","","     687.4","4","     687.4","W","    184.4"," ,W","","","     19.38","W","     26.79","W","     11.97","W","       260","W","        20","W","      17.4","W","      23.3","W"
"USW00003171","2022","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.5","W","   1300.1","","    1300.1","W","        26","W","        10","W","         0","W","","","","","         0","W","         0","W","         0","W","       290","W","       112","W","        74"," ","         1"," ","         6"," ","    1.1","W,0103, ","","","","","  24.9"," ,W,1108, ","   43.3","W,0904, ","","","","","","","","","     605.9","9","     605.9","W","    114.3"," ,W","","","     20.08","W","     27.47","W","     12.68","W","        30","W","        30","W","      14.8","W","      21.5","W"
"USW00003171","2023","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.3","W","    937.2","","     937.2","W","        49","W","        23","W","         4","W","","","","","         0","W","         0","W","         0","W","       250","W","        80","W","       115"," ","         8"," ","         2"," ","    0.6","W,0302,+","","","","","  46.5"," ,W,0820, ","   41.1","W,0829,+","","","","","","","","","    1028.8","8","    1028.8","W","    335.3"," ,W","","","     18.45","W","     25.29","W","     11.61","W","        30","W","        30","W","      13.9","W","      20.6","W"
"USW00003171","2024","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","       2.2","W","   1119.7","","    1119.7","W","        34","W","        19","W","         3","W","","","","","         0","W","         0","W","         0","W","       262","W","       107","W","       114"," ","         8"," ","         6"," ","    1.1","W,0112, ","","","","","  60.7"," ,W,0205, ","   46.1","W,0906, ","","","","","","","","","     723.4","4","     723.4","W","    287.5"," ,W","","","     19.22","W","     26.48","W","     11.96","W","        30","W","        30","W","      13.4","W","      21.9","W"
"USW00003171","2025","33.95282","-117.43523","257.7","RIVERSIDE MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","        22"," ","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
