"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023174","1954","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    326.9","","     326.9","0","        35","0","        21","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       180","0","         3","0","       126"," ","","","         2"," ","    2.8","0,1229,+","     0"," ,0,1231,+","     0","T,0,0317,+","  83.3"," ,0,0213, ","   32.8","0,0207, ","","","","","","","     889.3","3","     889.3","0","    328.0"," ,0","        0","T,0","     16.89","0","     21.27","0","     12.50","0","","","","","       270","X","","","","","      20.1","X"
"USW00023174","1955","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    262.0","","     262.0","0","        39","0","        27","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       165","0","         5","0","        91"," ","","","         3"," ","    2.8","0,0126, ","     0"," ,0,1231,+","     0","T,0,0119,+","  24.9"," ,0,0118, ","   42.2","0,0901, ","","","","","","","     926.7","7","     926.7","0","    257.9"," ,0","        0","T,0","     16.27","0","     20.68","0","     11.87","0","","","","","       360","X","","","","","      21.6","X"
"USW00023174","1956","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    340.0","","     340.0","0","        22","0","        14","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       203","0","         8","0","       108"," ","","","         1"," ","    2.8","0,0217, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 115.8"," ,0,0126, ","   36.1","0,0516, ","","","","","","","     980.2","2","     980.2","0","    297.5"," ,0","        0"," ,0","     16.99","0","     21.66","0","     12.32","0","","","","","       360","X","","","","","      22.6","X"
"USW00023174","1957","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    447.5","","     447.5","0","        54","0","        28","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       215","0","         3","0","        86"," ","","","         2"," ","    2.2","0,0128, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.7"," ,0,1215, ","   37.8","0,0618, ","","","","","","","     669.5","5","     669.5","0","    312.6"," ,0","        0"," ,0","     17.70","0","     22.02","0","     13.38","0","","","","","       360","X","","","","","      26.2","X"
"USW00023174","1958","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    659.9","","     659.9","0","        40","0","        21","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       267","0","         9","0","        80"," ","","","         5"," ","    5.0","0,1117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.6"," ,0,0219, ","   39.4","0,1016,+","","","","","","","     518.2","2","     518.2","0","    391.8"," ,0","        0"," ,0","     18.89","0","     23.68","0","     14.10","0","","","","","       225","X","","","","","      24.7","X"
"USW00023174","1959","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    678.0","","     678.0","0","        25","0","        11","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       286","0","         5","0","        78"," ","","","         1"," ","    5.6","0,1229,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.8"," ,0,0216, ","   39.4","0,0911, ","","","","","","","     368.0","0","     368.0","0","    163.7"," ,0","        0"," ,0","     19.10","0","     23.81","0","     14.39","0","","","","","       180","X","","","","","      20.6","X"
"USW00023174","1960","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    286.3","","     286.3","0","        24","0","        17","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       185","0","         3","0","        91"," ","","","         3"," ","    2.2","0,0105,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.4"," ,0,0201, ","   33.3","0,0913,+","","","","","","","     726.0","0","     726.0","0","    271.3"," ,0","        0"," ,0","     16.58","0","     20.76","0","     12.40","0","","","","","       270","X","","","","","      15.9","X"
"USW00023174","1961","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    313.5","","     313.5","0","        20","0","        10","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       187","0","         6","0","        93"," ","","","         4"," ","    4.4","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.0"," ,0,0126, ","   41.1","0,1014, ","","","","","","","     863.0","0","     863.0","0","    128.4"," ,0","        0"," ,0","     16.81","0","     21.13","0","     12.48","0","","","","","       270","X","","","","","      20.6","X"
"USW00023174","1962","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    178.9","","     178.9","0","        26","0","        15","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       163","0","         1","0","       114"," ","","","         2"," ","    2.2","0,1227, ","     0"," ,0,1231,+","     0","T,0,0122,+","  99.3"," ,0,0208, ","   33.3","0,1030, ","","","","","","","    1036.6","6","    1036.6","0","    381.7"," ,0","        0","T,0","     16.14","0","     20.06","0","     12.23","0","","","","","       270","X","","","","","      22.1","X"
"USW00023174","1963","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    419.1","","     419.1","0","        35","0","        20","0","         4","0","        0","","         0","0","         0","0","         1","0","         0","0","       215","0","         7","0","        64"," ","","","         4"," ","   -1.1","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.5"," ,0,0210, ","   43.3","0,0926, ","","","-1.1","0,0113","","","     823.5","5","     823.5","0","    343.6"," ,0","        0"," ,0","     17.42","0","     21.80","0","     13.04","0","","","","","       315","X","","","","","      19.0","X"
"USW00023174","1964","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    221.1","","     221.1","0","        32","0","        13","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       150","0","         3","0","        66"," ","","","         2"," ","    3.3","0,1119,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  18.0"," ,0,1227, ","   34.4","0,1020, ","","","","","","","     948.6","6","     948.6","0","    165.4"," ,0","        0"," ,0","     16.01","0","     20.26","0","     11.76","0","","","","","        45","X","","","","","      24.7","X"
"USW00023174","1965","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    279.8","","     279.8","0","        47","0","        28","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       163","0","         7","0","        85"," ","        35"," ","         7"," ","    2.8","0,0212,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.8"," ,0,1122, ","   38.3","0,1022, ","","","","","","","     984.4","4","     984.4","0","    427.2"," ,0","        0"," ,0","     16.50","0","     20.64","0","     12.37","0","","","","","       360","X","","","","","      20.0","X"
"USW00023174","1966","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    390.8","","     390.8","0","        24","0","        15","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       214","0","         6","0","        61"," ","        22"," ","         4"," ","    2.8","0,0121, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.0"," ,0,1107, ","   38.3","0,1101, ","","","","","","","     877.1","1","     877.1","0","    237.8"," ,0","        0"," ,0","     17.17","0","     21.36","0","     12.97","0","","","","","       270","X","","","","","      19.0","X"
"USW00023174","1967","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    434.0","","     434.0","0","        37","0","        22","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       184","0","         8","0","        91"," ","        43"," ","         8"," ","    3.3","0,1221,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 142.2"," ,0,1121, ","   36.1","0,1015, ","","","","","","","     748.4","4","     748.4","0","    404.1"," ,0","        0"," ,0","     17.37","0","     21.31","0","     13.44","0","","","","","       270","X","","","","","      17.0","X"
"USW00023174","1968","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    267.8","","     267.8","0","        32","0","        17","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       195","0","         4","0","        78"," ","        28"," ","         2"," ","    0.0","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.7"," ,0,0307, ","   35.0","0,0924, ","0.0","0,1221","","","","","     613.2","2","     613.2","0","    192.1"," ,0","        0"," ,0","     17.27","0","     21.13","0","     13.40","0","","","","","       360","X","","","","","      17.0","X"
"USW00023174","1969","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    306.5","","     306.5","0","        40","0","        26","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       173","0","         0","0","        99"," ","        27"," ","         5"," ","    3.9","0,1231,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.8"," ,0,0120, ","   31.1","0,1007, ","","","","","","","     857.2","2","     857.2","0","    399.0"," ,0","        0"," ,0","     17.06","0","     20.46","0","     13.65","0","","","","","       360","X","","","","","      18.5","X"
"USW00023174","1970","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    288.0","","     288.0","0","        35","0","        21","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       184","0","         5","0","        87"," ","        30"," ","         5"," ","    2.8","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  56.6"," ,0,1218, ","   38.9","0,0927, ","","","","","","","     625.1","1","     625.1","0","    303.8"," ,0","        0"," ,0","     17.21","0","     21.08","0","     13.34","0","","","","","       270","X","","","","","      20.0","X"
"USW00023174","1971","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    448.8","","     448.8","0","        30","0","        16","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       163","0","         9","0","        63"," ","        18"," ","         1"," ","    1.7","0,0105, ","     0"," ,0,1231,+","     0","T,0,1227, ","  57.2"," ,0,1227, ","   38.3","0,1006,+","","","","","","","     898.3","3","     898.3","0","    210.9"," ,0","        0","T,0","     16.73","0","     20.72","0","     12.74","0","","","","","       270","X","","","","","      19.0","X"
"USW00023174","1972","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    398.9","","     398.9","0","        19","0","        11","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       216","0","         2","0","        89"," ","        29"," ","         6"," ","    2.8","0,1211,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  44.5"," ,0,1018, ","   35.0","0,1006, ","","","","","","","     880.0","0","     880.0","0","    180.9"," ,0","        0"," ,0","     17.38","0","     21.37","0","     13.40","0","","","","","       270","X","","","","","      20.0","X"
"USW00023174","1973","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    243.0","","     243.0","0","        37","0","        21","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       184","0","         6","0","        95"," ","        24"," ","         1"," ","    2.8","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  44.7"," ,0,0207, ","   36.7","0,0927, ","","","","","","","     823.6","6","     823.6","0","    328.7"," ,0","        0"," ,0","     16.75","0","     20.81","0","     12.69","0","","","","","       360","X","","","","","      20.6","X"
"USW00023174","1974","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    327.8","","     327.8","0","        32","0","        19","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       200","0","         4","0","        90"," ","        32"," ","         5"," ","    1.7","0,1225, ","     0"," ,0,1231,+","     0","T,0,0106,+","  43.7"," ,0,1204, ","   37.8","0,1016, ","","","","","","","     807.8","8","     807.8","0","    324.2"," ,0","        0","T,0","     16.99","0","     20.97","0","     13.01","0","","","","","       270","X","","","","","      20.6","X"
"USW00023174","1975","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    263.3","","     263.3","0","        29","0","        19","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       178","0","         3","0","        94"," ","        32"," ","         4"," ","    2.8","0,0129, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.2"," ,0,0203, ","   40.0","0,0923, ","","","","","","","     911.1","1","     911.1","0","    186.2"," ,0","        0"," ,0","     16.54","0","     20.64","0","     12.44","0","","","","","       270","X","","","","","      20.6","X"
"USW00023174","1976","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    458.7","","     458.7","0","        37","0","        19","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       242","0","         8","0","        84"," ","        22"," ","         7"," ","    2.2","0,0102, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.8"," ,0,0910, ","   37.2","0,0624, ","","","","","","","     728.2","2","     728.2","0","    235.2"," ,0","        0"," ,0","     17.88","0","     22.18","0","     13.58","0","","","","","","","","","","","",""
"USW00023174","1977","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    311.4","","     311.4","0","        32","0","        19","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       230","0","         1","0","        80"," ","        30"," ","        14"," ","    4.4","0,0315, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.3"," ,0,0817, ","   32.8","0,1125, ","","","","","","","     628.6","6","     628.6","0","    347.4"," ,0","        0"," ,0","     17.48","0","     21.57","0","     13.39","0","","","","","       315","X","","","","","      18.5","X"
"USW00023174","1978","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    437.5","","     437.5","0","        49","0","        37","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       200","0","        11","0","        80"," ","        20"," ","         7"," ","    0.6","0,1208, ","     0"," ,0,1231,+","     0","T,0,1218, ","  57.7"," ,0,0304, ","   40.6","0,0925,+","","","","","","","     534.4","4","     534.4","0","    624.3"," ,0","        0","T,0","     17.58","0","     21.61","0","     13.56","0","","","","","       270","X","","","","","      20.0","X"
"USW00023174","1979","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    447.4","","     447.4","0","        39","0","        30","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       197","0","        11","0","        64"," ","        19"," ","         3"," ","    1.1","0,0129, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.9"," ,0,0327, ","   39.4","0,0610, ","","","","","","","     898.0","0","     898.0","0","    343.4"," ,0","        0"," ,0","     17.41","0","     21.67","0","     13.15","0","","","","","       360","X","","","","","      20.0","X"
"USW00023174","1980","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    297.1","","     297.1","0","        40","0","        29","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       198","0","         3","0","        96"," ","        28"," ","         6"," ","    6.1","0,1214,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.8"," ,0,0213, ","   36.7","0,0628, ","","","","","","","     631.3","3","     631.3","0","    548.9"," ,0","        0"," ,0","     17.45","0","     21.56","0","     13.34","0","","","","","       270","X","","","","","      20.6","X"
"USW00023174","1981","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    502.8","","     502.8","0","        26","0","        19","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       210","0","         9","0","        91"," ","        30"," ","         7"," ","    6.1","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.6"," ,0,1127, ","   40.0","0,0616, ","","","","","","","     551.7","7","     551.7","0","    289.4"," ,0","        0"," ,0","     18.11","0","     22.09","0","     14.13","0","","","","","       270","X","","","","","      21.6","X"
"USW00023174","1982","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    389.2","","     389.2","0","        47","0","        31","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       173","0","         6","0","        65"," ","        14"," ","         5"," ","    1.7","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.3"," ,0,1109, ","   33.3","0,0924,+","","","","","","","     749.0","0","     749.0","0","    347.8"," ,0","        0"," ,0","     17.24","0","     21.26","0","     13.22","0","","","","","       270","X","","","","","      26.7","X"
"USW00023174","1983","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","","","    473.8","","     473.8","0","        76","0","        54","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       186","0","         6","0","        95"," ","        13"," ","        10"," ","    3.9","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.8"," ,0,0301, ","   36.1","0,0806, ","","","","","","","     743.4","4","     743.4","0","    748.6"," ,0","        0"," ,0","     17.60","0","     21.35","0","     13.85","0","","","","","       360","X","","","","","      23.1","X"
"USW00023174","1984","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","       3.6","X","    544.5","","     544.5","0","        29","0","        17","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       229","0","         7","0","        58"," ","         8"," ","         3"," ","    5.0","0,1217,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  41.1"," ,0,1219, ","   35.6","0,0916,+","","","","","","","     584.1","1","     584.1","0","    198.5"," ,0","        0"," ,0","     18.00","0","     21.99","0","     14.00","0","","","","","        45","X","","","","","      22.6","X"
"USW00023174","1985","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","       3.5","X","    354.7","","     354.7","0","        30","0","        16","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       173","0","         7","0","       103"," ","        24"," ","         2"," ","    3.9","0,1212,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  42.9"," ,0,1124, ","   36.1","0,0701, ","","","","","","","     924.2","2","     924.2","0","    236.9"," ,0","        0"," ,0","     16.93","0","     20.83","0","     13.04","0","","","","","       225","X","","","","","      23.1","X"
"USW00023174","1986","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","       3.5","X","    275.9","","     275.9","0","        33","0","        22","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       229","0","         1","0","       149"," ","        26"," ","         3"," ","    5.0","0,0210, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  67.6"," ,0,0214, ","   33.3","0,1005, ","","","","","","","     603.3","3","     603.3","0","    404.7"," ,0","        0"," ,0","     17.60","0","     21.81","0","     13.39","0","","","","","       270","X","","","","","      18.5","X"
"USW00023174","1987","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","       3.6","X","    282.8","","     282.8","0","        36","0","        16","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       194","0","         4","0","       142"," ","         6"," ","         6"," ","    0.6","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.7"," ,0,1031, ","   39.4","0,1004, ","","","","","","","     644.3","3","     644.3","0","    183.9"," ,0","        0"," ,0","     17.06","0","     21.02","0","     13.09","0","","","","","","","","","","","",""
"USW00023174","1988","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","       3.7","X","    271.4","","     271.4","0","        28","0","        19","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       203","0","         5","0","       130"," ","        13"," ","         3"," ","    3.3","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.6"," ,0,0117, ","   41.1","0,0904, ","","","","","","","     712.1","1","     712.1","0","    202.1"," ,0","        0"," ,0","     17.17","0","     21.26","0","     13.08","0","","","","","       270","X","","","","","      22.6","X"
