"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00024335","1949","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","        49","0","        22","0","         1","0","","","         0","0","","","","","         0","0","       234","0","       134","0","         1"," ","","","","","     0","T,0,0209,+","  27.2"," ,0,0927, ","   46.1","0,0715, ","","","","","","","","","","","","","","","","","","","    211.1"," ,0","        0","T,0","","","     26.54","0","",""
"USC00024335","1950","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","        32","0","        15","0","         0","0","        0","","         0","0","","","","","         0","0","       276","0","       160","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.3"," ,0,0207, ","   46.1","0,0831,+","","","","","","","","","","","","","","","","","","","    158.1"," ,0","        0"," ,0","","","     28.81","0","",""
"USC00024335","1951","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","        45","0","        25","0","         3","0","        0","","         0","0","         0","0","        21","0","","","","","","","        10"," ","   -2.8","0,1208, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  68.3"," ,0,0829, ","","","-1.1","0,1207","-2.8","0,1208","","","0.0","0,0203","","","","","","","","","","","    303.2"," ,0","        0"," ,0","","","","","     13.05","0"
"USC00024335","1952","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","    1347.4","4","    1347.4","0","","","","","","","","","",""
"USC00024335","1953","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","   1789.7","","    1789.7","0","        40","0","        16","0","         1","0","        0","","         0","0","         0","0","        19","0","         0","0","       250","0","       146","0","         1"," ","   -2.2","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.0"," ,0,0827, ","   46.1","0,0707, ","0.0","0,1206","-2.2","0,1224","","","-0.6","0,0221","","","","","","","","","","","    158.6"," ,0","        0"," ,0","     20.06","0","     27.48","0","     12.63","0"
"USC00024335","1954","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00024335","1955","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0","T,0,0202, ","","","","","","","","","","","","","","","","","","","    1195.9","9","    1195.9","0","","","        0","T,0","","","","","",""
"USC00024335","1956","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","        11"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00024335","1957","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","   1576.5","","    1576.5","0","        80","0","        37","0","         0","0","        0","","         0","0","         0","0","         2","0","         0","0","       233","0","       123","0","        11"," ","   -0.6","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  18.3"," ,0,0825, ","   45.0","0,0731,+","","","","","","","-0.6","0,0201","","","","","","","","","","","    294.6"," ,0","        0"," ,0","     19.90","0","     26.28","0","     13.51","0"
"USC00024335","1959","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","        40"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00024335","1960","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00024335","1961","36.1","-112.1","783.9","PHANTOM RANCH, AZ US","   2006.4","","    2006.4","0","        30","0","        19","0","         1","0","        0","","         0","0","         0","0","        26","0","         0","0","       255","0","       156","0","         2"," ","   -4.4","0,1226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.2"," ,0,0328, ","   46.7","0,0622, ","-1.7","0,1211","-3.9","0,1212","-4.4","0,1226","-0.6","0,0113","","","","","","","","","","","    174.6"," ,0","        0"," ,0","     20.71","0","     27.97","0","     13.45","0"
