"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"BDW00013602","1955","32.36916","-64.64888","13.1","BERMUDA, BD","   1315.2","","    1315.2","X","       184","X","       104","X","        11","X","        0","","         0","X","         0","X","         0","X","         0","X","       257","X","         0","X","         5"," ","        26"," ","    8.3","X,0204, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  54.1"," ,X,0503, ","   30.6","X,0912,+","     190.9","9","     190.9","X","   1282.4"," ,X","        0"," ,X","     21.31","X","     23.50","X","     19.12","X","       293","X","      37.0","X"
"BDW00013602","1956","32.36916","-64.64888","13.1","BERMUDA, BD","   1362.8","","    1362.8","X","       159","X","        92","X","         9","X","        0","","         0","X","         0","X","         0","X","         0","X","       266","X","         0","X","         4"," ","        22"," ","    8.9","X,0109, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  85.3"," ,X,1012, ","   31.1","X,0726, ","     209.0","0","     209.0","X","   1192.1"," ,X","        0"," ,X","     21.59","X","     23.62","X","     19.56","X","        23","X","      30.8","X"
"BDW00013602","1957","32.36916","-64.64888","13.1","BERMUDA, BD","   1324.0","","    1324.0","X","       179","X","        93","X","        18","X","        0","","         0","X","         0","X","         0","X","         0","X","       287","X","         0","X","        10"," ","        30"," ","   10.0","X,0310, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 140.2"," ,X,1101, ","   31.7","X,0909, ","      90.2","2","      90.2","X","   1658.4"," ,X","        0"," ,X","     21.69","X","     23.76","X","     19.62","X","       293","X","      37.0","X"
"BDW00013602","1958","32.36916","-64.64888","13.1","BERMUDA, BD","   1443.8","","    1443.8","X","       198","X","       112","X","        11","X","        0","","         0","X","         0","X","         0","X","         0","X","       249","X","         0","X","         3"," ","        19"," ","    8.3","X,0204, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  65.8"," ,X,0108, ","   31.1","X,0923,+","     238.8","8","     238.8","X","   1483.7"," ,X","        0"," ,X","     21.59","X","     23.66","X","     19.52","X","       203","X","      38.6","X"
"BDW00013602","1959","32.36916","-64.64888","13.1","BERMUDA, BD","   1427.3","","    1427.3","X","       142","X","        81","X","        18","X","        0","","         0","X","         0","X","         0","X","         0","X","       277","X","         0","X","","","        14"," ","    8.3","X,0107,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 114.0"," ,X,0809, ","   31.1","X,0813, ","     131.3","3","     131.3","X","   1431.8"," ,X","        0"," ,X","     21.89","X","     23.70","X","     20.07","X","","","",""
"BDW00013602","1960","32.36916","-64.64888","13.1","BERMUDA, BD","   1470.7","","    1470.7","X","       159","X","       104","X","        15","X","        0","","         0","X","         0","X","         0","X","         0","X","       253","X","         1","X","         6"," ","        24"," ","   10.0","X,1213,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  79.8"," ,X,0504, ","   32.2","X,0801, ","     157.0","0","     157.0","X","   1506.1"," ,X","        0"," ,X","     21.84","X","     23.78","X","     19.89","X","","","",""
"BDW00013602","1961","32.36916","-64.64888","13.1","BERMUDA, BD","   1442.4","","    1442.4","X","       177","X","        97","X","        15","X","        0","","         0","X","         0","X","         0","X","         0","X","       288","X","         1","X","         3"," ","        21"," ","   10.0","X,0206, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  66.5"," ,X,0413, ","   32.2","X,0821, ","     143.3","3","     143.3","X","   1351.8"," ,X","        0"," ,X","     21.86","X","     24.48","X","     19.24","X","       203","X","      31.4","X"
"BDW00013602","1962","32.36916","-64.64888","13.1","BERMUDA, BD","   1451.1","","    1451.1","X","       191","X","       116","X","        21","X","        0","","         0","X","         0","X","         0","X","         0","X","       286","X","         0","X","         7"," ","        25"," ","    9.4","X,1231, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  73.4"," ,X,0618, ","   31.7","X,0911, ","     134.3","3","     134.3","X","   1816.4"," ,X","        0"," ,X","     21.94","X","     24.06","X","     19.84","X","       180","X","      31.4","X"
"BDW00013602","1963","32.36916","-64.64888","13.1","BERMUDA, BD","   1458.7","","    1458.7","X","       165","X","        96","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       272","X","        12","X","         3"," ","        17"," ","    9.4","X,0101, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  85.1"," ,X,0809, ","   33.3","X,0824,+","     187.2","2","     187.2","X","   1440.1"," ,X","        0"," ,X","     21.79","X","     24.10","X","     19.48","X","       338","X","      45.2","X"
"BDW00013602","1964","32.36916","-64.64888","13.1","BERMUDA, BD","   1457.7","","    1457.7","X","       156","X","        91","X","        13","X","        0","","         0","X","         0","X","         0","X","         0","X","       268","X","         7","X","         4"," ","        16"," ","   10.0","X,0115, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  63.2"," ,X,0913, ","   34.4","X,0824, ","     142.7","7","     142.7","X","   1295.4"," ,X","        0"," ,X","     21.92","X","     24.12","X","     19.73","X","       180","X","      32.4","X"
"BDW00013602","1965","32.36916","-64.64888","13.1","BERMUDA, BD","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
