"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00084412","2015","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   2800.6","","    2800.6","7","       105","7","        64","7","        21","7","","","","","         0","7","         0","7","         0","7","       345","7","        39","7","","","    5.0","7,0220, ","","","",""," 113.3"," ,7,1206, ","   33.9","7,0427, ","      39.2","2","      39.2","7","   1407.6"," ,7","","","     26.17","7","     28.88","7","     23.46","7"
"USC00084412","2016","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   2598.0","","    2598.0","7","       122","7","        72","7","        17","7","","","","","         0","7","         0","7","         0","7","       351","7","        55","7","","","    8.9","7,0124, ","","","","","  66.5"," ,7,0325, ","   33.9","7,0713, ","      40.8","8","      40.8","7","   1280.8"," ,7","","","     25.47","7","     28.41","7","     22.53","7"
"USC00084412","2017","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      10.8","8","      10.8","7","","","","","","","","","",""
"USC00084412","2018","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   2721.4","","    2721.4","7","       115","7","        65","7","        13","7","","","","","         0","7","         0","7","         0","7","       350","7","        73","7","","","    7.8","7,0118,+","","","","","  69.3"," ,7,0416, ","   35.0","7,0722, ","","","","","    987.9"," ,7","","","     25.80","7","     28.88","7","     22.71","7"
"USC00084412","2019","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   2890.9","","    2890.9","7","       118","7","        70","7","        10","7","","","","","         0","7","         0","7","         0","7","       357","7","        83","7","","","    9.4","7,0121, ","","","","","  61.5"," ,7,0617, ","   34.4","7,0726,+","      19.4","4","      19.4","7","    940.3"," ,7","","","     26.27","7","     29.27","7","     23.26","7"
"USC00084412","2020","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","","","","","","","","","","","","","","","","","","","         0","7","       334","7","        93","7","","","","","","","","","","","   34.4","7,0708,+","","","","","   1738.1"," ,7","","","","","     29.42","7","",""
"USC00084412","2021","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   2710.3","","    2710.3","7","","","","","","","","","","","         0","7","         0","7","         0","7","       351","7","        55","7","","","    9.4","7,0204, ","","","","","","","   36.1","7,0924, ","      28.8","8","      28.8","7","   1143.7"," ,7","","","     26.01","7","     29.15","7","     22.87","7"
"USC00084412","2022","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   2913.9","","    2913.9","7","       107","7","        68","7","        10","7","","","","","         0","7","         0","7","         0","7","       357","7","        84","7","","","    5.6","7,0131, ","","","",""," 162.6"," ,7,0927, ","   33.9","7,0912,+","      25.6","6","      25.6","7","   1095.8"," ,7","","","     26.18","7","     29.10","7","     23.27","7"
"USC00084412","2023","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","","","","","","","","","","","","","","","","","","","         0","7","       361","7","       104","7","","","","","","","","","","","   35.6","7,0810,+","","","","","   1550.2"," ,7","","","","","     29.77","7","",""
"USC00084412","2024","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","","","","","       105","7","        74","7","        18","7","","","","","","","","","         0","7","       359","7","       105","7","","","","","","","",""," 171.5"," ,7,0613, ","   35.0","7,0816, ","","","","","   1415.9"," ,7","","","","","     29.13","7","",""
