"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00291963","1969","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    711.4","","     711.4","0","        53","0","        43","0","         6","0","        0","","         0","0","         1","0","       120","0","         4","0","       204","0","        67","0","","","","","  -17.8","0,1230, ","     0"," ,0,1231,+","     0","T,0,0310,+","  68.1"," ,0,0506, ","   38.9","0,0817, ","-1.1","0,1012","-5.0","0,1013","-5.0","0,1013","-8.9","0,1119","-8.9","0,1119","-2.2","0,0330","-2.2","0,0330","-5.6","0,0326","-6.7","0,0316","-9.4","0,0313","    2109.1","1","","","    2109.1","0","","","","","","","","","","","    602.2"," ,0","        0","T,0","     14.16","0","     22.50","0","      5.82","0","     35241","0"
"USC00291963","1970","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    672.3","","     672.3","0","        35","0","        24","0","         3","0","","","         0","0","         2","0","       129","0","         5","0","       219","0","        75","0","","","","","  -20.6","0,0106, ","","","     0","T,0,1211,+","  76.2"," ,0,0916, ","   38.9","0,0617, ","-3.3","0,1007","-3.3","0,1007","-6.1","0,1028","-7.2","0,1104","-11.1","0,1123","-0.6","0,0502","-3.3","0,0501","-6.1","0,0402","-7.8","0,0328","-9.4","0,0317","    2301.7","7","","","    2301.7","0","","","","","","","","","","","    309.2"," ,0","        0","T,0","     13.84","0","     22.93","0","      4.75","0","     21527","0"
"USC00291963","1971","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    577.5","","     577.5","0","        47","0","        29","0","         4","0","","","         2","0","         4","0","       118","0","         7","0","       229","0","        59","0","","","","","  -23.3","0,0104, ","","","   165"," ,0,1202, ","  59.2"," ,0,0808, ","   39.4","0,0618,+","-0.6","0,1030","-2.8","0,1031","-4.4","0,1107","-6.7","0,1203","","","-0.6","0,0519","-3.9","0,0422","-5.0","0,0406","-8.3","0,0319","-11.1","0,0306","    2125.9","9","","","    2125.9","0","","","","","","","","","","","    385.2"," ,0","      262"," ,0","     13.93","0","     22.86","0","      4.99","0","     20764","0"
"USC00291963","1972","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    551.6","","     551.6","0","        61","0","        46","0","         7","0","","","","","         1","0","       125","0","         4","0","       228","0","        54","0","","","","","  -17.8","0,1206, ","","","","","  54.4"," ,0,0721, ","   35.0","0,0731,+","-1.1","0,1019","-4.4","0,1031","-4.4","0,1031","-7.8","0,1101","-8.9","0,1122","0.0","0,0416","-3.3","0,0402","-5.0","0,0401","-8.3","0,0302","-10.0","0,0212","    2003.6","6","","","    2003.6","0","","","","","","","","","","","    594.9"," ,0","","","     13.89","0","     22.92","0","      4.87","0","     28731","0"
"USC00291963","1973","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    531.4","","     531.4","0","        47","0","        35","0","         2","0","","","","","         0","0","       134","0","         7","0","       218","0","        56","0","","","","","  -16.7","0,0111, ","","","","","  33.5"," ,0,0310, ","   38.3","0,0629, ","0.0","0,1028","-2.8","0,1103","-6.1","0,1120","-7.2","0,1128","-10.6","0,1219","-1.7","0,0427","-5.6","0,0410","-5.6","0,0410","-7.8","0,0409","-10.6","0,0408","    2663.6","6","","","    2663.6","0","","","","","","","","","","","    412.8"," ,0","","","     13.27","0","     22.18","0","      4.35","0","     31703","0"
"USC00291963","1974","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    665.1","","     665.1","0","        48","0","        39","0","         4","0","        0","","         0","0","         0","0","       116","0","         3","0","       218","0","        91","0","","","","","  -15.6","0,0102, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.8"," ,0,0822, ","   38.3","0,0724,+","-0.6","0,1015","-5.0","0,1114","-5.0","0,1114","-8.3","0,1129","-10.6","0,1130","-2.2","0,0416","-2.2","0,0416","-6.7","0,0324","-6.7","0,0324","-8.9","0,0323","    1868.8","8","","","    1868.8","0","","","","","","","","","","","    468.8"," ,0","        0"," ,0","     14.19","0","     23.27","0","      5.11","0","",""
"USC00291963","1975","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    480.1","","     480.1","0","        40","0","        24","0","         1","0","","","         0","0","         0","0","       133","0","         1","0","       229","0","        61","0","","","","","  -17.2","0,0112, ","","","     0","T,0,0218, ","  30.7"," ,0,0722, ","   37.2","0,0616, ","0.0","0,1024","-3.3","0,1110","-4.4","0,1112","-8.9","0,1121","-8.9","0,1121","0.0","0,0430","-5.6","0,0409","-5.6","0,0409","-9.4","0,0330","-9.4","0,0330","    2339.2","2","","","    2339.2","0","","","","","","","","","","","    260.4"," ,0","        0","T,0","     13.26","0","     22.80","0","      3.72","0","",""
"USC00291963","1976","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    446.9","","     446.9","0","        45","0","        27","0","         1","0","","","","","         1","0","       137","0","         3","0","       207","0","        47","0","","","","","  -17.8","0,1128, ","","","","","  43.4"," ,0,0803, ","   38.3","0,0621, ","-4.4","0,1008","-4.4","0,1008","-4.4","0,1008","-6.7","0,1112","-9.4","0,1113","-0.6","0,0508","-2.8","0,0418","-6.7","0,0417","-6.7","0,0417","-10.6","0,0313","    2179.5","5","","","    2179.5","0","","","","","","","","","","","    250.0"," ,0","","","     12.99","0","     22.20","0","      3.79","0","",""
"USC00291963","1977","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    607.5","","     607.5","0","        55","0","        30","0","         3","0","","","","","         1","0","       126","0","         1","0","       215","0","        72","0","","","","","  -17.8","0,0109, ","","","","","  47.0"," ,0,0508, ","   40.0","0,0617, ","-2.8","0,1011","-2.8","0,1011","-4.4","0,1109","-8.9","0,1121","-8.9","0,1121","0.0","0,0406","-2.2","0,0405","-5.6","0,0404","-8.9","0,0306","-8.9","0,0306","    2380.2","2","","","    2380.2","0","","","","","","","","","","","    403.0"," ,0","","","     14.28","0","     23.55","0","      5.00","0","",""
"USC00291963","1978","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","","","        49","0","        27","0","         2","0","","","","","         1","0","       116","0","","","","","","","","","","","  -22.2","0,1209, ","","","","","  60.2"," ,0,0904, ","","","0.0","0,1022","-2.8","0,1112","-6.1","0,1128","-11.1","0,1203","-11.1","0,1203","-1.1","0,0503","-2.2","0,0326","-7.8","0,0316","-7.8","0,0316","-10.6","0,0304","    2158.3","3","","","    2158.3","0","","","","","","","","","","","    355.6"," ,0","","","","","","","      4.82","0","",""
"USC00291963","1979","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","","","        60","0","        40","0","         7","0","        0","","         0","0","         0","0","       120","0","         5","0","       182","0","        46","0","","","","","  -16.1","0,0107, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.6"," ,0,0605, ","   36.7","0,0711,+","-0.6","0,1022","-2.8","0,1031","-4.4","0,1102","-7.2","0,1121","-10.6","0,1122","-1.7","0,0504","-7.8","0,0404","-7.8","0,0404","-7.8","0,0404","-10.0","0,0304","","","","","","","","","","","","","","","","","    541.2"," ,0","        0"," ,0","     12.90","0","     21.48","0","      4.31","0","",""
"USC00291963","1980","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","","","        42","0","        27","0","         0","0","","","","","","","","","","","","","","","","","","","","","","","","","  21.1"," ,0,0814,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    229.5"," ,0","","","","","","","","","",""
"USC00291963","1981","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    560.7","","     560.7","0","        62","0","        37","0","         7","0","","","","","         2","0","        97","0","         2","0","       212","0","        40","0","","","","","  -19.4","0,0211, ","","","","","  77.5"," ,0,0808, ","   40.6","0,0621, ","0.0","0,1023","-2.2","0,1026","-5.6","0,1201","-9.4","0,1217","-9.4","0,1217","0.0","0,0510","-2.2","0,0405","-4.4","0,0309","-7.2","0,0213","-19.4","0,0211","    1988.7","7","","","    1988.7","0","","","","","","","","","","","    680.7"," ,0","","","     14.38","0","     22.50","0","      6.25","0","",""
"USC00291963","1982","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      22.2","0,0,1","","","      32.2","0,0,1","      -5.0","0,0,1","      -1.7","0,0,1","       9.1","0,0,1","      16.5","0,0,1","","","","","","","","","","","",""
"USC00291963","1983","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      23.3","0,0,1","","","      32.2","0,0,1","      -7.8","0,0,1","      -6.1","0,0,1","       8.7","0,0,1","      15.6","0,0,1","","","","","","","","","","","",""
"USC00291963","1984","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      21.1","0,0,1","","","      30.0","0,0,1","      -5.6","0,0,1","      -3.3","0,0,1","       8.6","0,0,1","      14.9","0,0,1","","","","","","","","","","","",""
"USC00291963","1985","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","","","        53","0","        40","0","         8","0","","","","","         3","0","       103","0","","","","","","","","","","","  -18.3","0,0201, ","","","","","  63.5"," ,0,0930, ","","","0.0","0,1102","-6.1","0,1115","-6.1","0,1115","-8.9","0,1120","-8.9","0,1120","-4.4","0,0331","-4.4","0,0331","-4.4","0,0331","-7.2","0,0225","-8.9","0,0206","","","","","","","","","","","","","","","","","    554.2"," ,0","","","","","","","      5.64","0","",""
"USC00291963","1986","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    612.2","","     612.2","0","        58","0","        44","0","         8","0","","","","","         0","0","        96","0","         7","0","       225","0","        43","0","","","","","  -16.7","0,0210, ","","","","","  48.3"," ,0,0815, ","   38.3","0,0726, ","-2.2","0,1012","-2.2","0,1012","-8.9","0,1111","-8.9","0,1111","-8.9","0,1111","-0.6","0,0414","-2.8","0,0404","-5.0","0,0221","-12.2","0,0212","-12.2","0,0212","    1878.6","6","","","    1878.6","0","","","","","","","","","","","    667.3"," ,0","","","     14.35","0","     22.25","0","      6.45","0","",""
"USC00291963","1987","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    602.8","","     602.8","0","        60","0","        39","0","         6","0","","","         0","0","         3","0","       120","0","        14","0","       207","0","        58","0","","","","","  -20.0","0,1215, ","","","     0"," ,0,1231,+","  47.0"," ,0,0809, ","   38.9","0,0617, ","0.0","0,1020","-2.2","0,1109","-6.1","0,1110","-6.7","0,1126","-16.7","0,1214","-0.6","0,0422","-2.8","0,0407","-5.6","0,0403","-11.1","0,0330","-11.1","0,0330","    2392.3","3","      26.1","0,0,1","    2392.3","0","      32.8","0,0,1","      -1.1","0,0,1","      -0.6","0,0,1","      11.1","0,0,1","      16.0","0,0,1","    567.3"," ,0","        0"," ,0","     13.59","0","     21.52","0","      5.67","0","",""
"USC00291963","1988","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    489.2","","     489.2","0","","","","","","","","","","","         0","0","       119","0","         5","0","       222","0","        32","0","","","","","  -16.1","0,0211, ","","","","","","","   35.6","0,0822, ","0.0","0,1107","-3.9","0,1117","-6.7","0,1119","-6.7","0,1119","-11.1","0,1128","0.0","0,0412","-2.2","0,0402","-10.6","0,0318","-10.6","0,0318","-10.6","0,0318","    2359.8","8","","","    2359.8","0","","","","","","","","","","","","","","","     13.63","0","     22.01","0","      5.25","0","",""
