"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00412354","1995","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1067.8","","    1067.8","0","","","","","","","        0","","         0","0","         0","0","        69","0","         0","0","       272","0","       126","0","","","","","   -9.4","0,0119, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   43.3","0,0728, ","","","0.0","0,1112","-3.9","0,1129","-6.1","0,1210","-8.9","0,1219","-8.9","0,1219","-2.8","0,0411","-2.8","0,0411","-4.4","0,0308","-6.7","0,0131","-8.9","0,0130","    1352.0","0","      30.0","0,0,2","    1352.0","0","      37.8","0,0,2","       0.0","0,0,2","       3.3","0,0,2","      16.2","0,0,2","      22.7","0,0,2","","","        0"," ,0","     17.43","0","     26.83","0","      8.03","0","",""
"USC00412354","1996","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","","","","","        34","0","        23","0","         3","0","","","         0","0","","","","","","","","","","","","","","","","","","","     8"," ,0,0102, ","  37.8"," ,0,0902, ","","","","","","","","","","","","","","","","","","","","","","","","","    1373.7","7","","","    1373.7","0","","","","","","","","","","","    278.2"," ,0","        8"," ,0","","","","","","","",""
"USC00412354","1997","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","",""
"USC00412354","1998","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1201.3","","    1201.3","0","        31","0","        13","0","         0","0","","","         0","0","         0","0","        93","0","         0","0","       254","0","       150","0","","","","","  -11.1","0,1223, ","","","     0"," ,0,1231,+","  16.3"," ,0,0804, ","   43.9","0,0629, ","","","-2.2","0,1111","-2.2","0,1111","-7.8","0,1208","-7.8","0,1208","-11.1","0,1223","-2.2","0,0418","-2.2","0,0418","-5.6","0,0311","-8.9","0,0302","-8.9","0,0302","","","      31.7","0,3,2","","","      38.9","0,3,2","       0.0","0,3,2","       2.8","0,3,2","      16.1","0,3,2","      21.9","0,3,2","    127.6"," ,0","        0"," ,0","     17.12","0","     26.95","0","      7.29","0","     27620","0"
"USC00412354","1999","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1031.8","","    1031.8","0","        35","0","        26","0","         5","0","        0","","         0","0","         0","0","        86","0","         0","0","       276","0","       121","0","","","","","  -10.0","0,0104, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.6"," ,0,0803, ","   43.9","0,0702, ","","","0.0","0,1018","-2.2","0,1103","-4.4","0,1123","-7.8","0,1125","-9.4","0,1206","-0.6","0,0418","-2.8","0,0319","-9.4","0,0213","-9.4","0,0213","-9.4","0,0213","    1409.0","0","      32.2","0,3,2","    1409.0","0","      37.8","0,3,2","       0.0","0,3,2","       3.3","0,3,2","      15.9","0,3,2","      22.1","0,3,2","    348.6"," ,0","        0"," ,0","     17.17","0","     26.92","0","      7.42","0","",""
"USC00412354","2000","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1271.0","","    1271.0","0","        30","0","        16","0","         0","0","        0","","         0","0","         0","0","       110","0","         0","0","       275","0","       160","0","","","","","  -11.7","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.1"," ,0,0224, ","   42.2","0,0726,+","","","0.0","0,1009","-2.2","0,1010","-4.4","0,1108","-7.2","0,1113","-11.7","0,1219","-1.1","0,0404","-5.0","0,0317","-5.0","0,0317","-6.7","0,0201","-11.1","0,0129","    1335.8","8","","","    1335.8","0","","","","","","","","","","","    194.1"," ,0","        0"," ,0","     17.43","0","     27.84","0","      7.03","0","     27076","0"
"USC00412354","2001","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1187.2","","    1187.2","0","        30","0","        21","0","         0","0","        0","","         0","0","         0","0","       101","0","         0","0","       273","0","       152","0","","","","","  -12.8","0,0119, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  15.5"," ,0,0214, ","   42.2","0,0612, ","","","0.0","0,1112","-3.3","0,1128","-9.4","0,1129","-9.4","0,1129","-9.4","0,1129","-0.6","0,0423","-3.9","0,0412","-5.0","0,0301","-6.7","0,0204","-10.0","0,0202","    1806.3","3","","","    1806.3","0","","","","","","","","","","","    149.4"," ,0","        0"," ,0","     17.59","0","     27.95","0","      7.24","0","     28012","0"
"USC00412354","2002","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1271.9","","    1271.9","0","        36","0","        25","0","         2","0","        0","","         0","0","         0","0","        98","0","         0","0","       258","0","       152","0","","","","","  -11.7","0,0304,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.8"," ,0,1028, ","   43.3","0,0614, ","","","-0.6","0,1105","-2.2","0,1117","-4.4","0,1128","-8.3","0,1129","","","0.0","0,0324","-9.4","0,0305","-9.4","0,0305","-9.4","0,0305","-9.4","0,0305","    1320.7","7","","","    1320.7","0","","","","","","","","","","","    275.0"," ,0","        0"," ,0","     17.44","0","     27.17","0","      7.70","0","     28877","0"
"USC00412354","2003","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1153.4","","    1153.4","0","        27","0","        20","0","         1","0","        0","","         0","0","         0","0","        87","0","         0","0","       261","0","       128","0","","","","","  -11.7","0,1217,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,1008, ","   41.7","0,0811, ","","","-1.1","0,1026","-2.2","0,1027","-8.9","0,1124","-8.9","0,1124","-8.9","0,1124","-2.8","0,0409","-2.8","0,0409","-4.4","0,0330","-11.7","0,0103","-11.7","0,0103","    1446.2","2","      31.1","0,3,2","    1446.2","0","      37.2","0,3,2","      -1.1","0,3,2","       4.4","0,3,2","      15.8","0,3,2","      22.1","0,3,2","    208.7"," ,0","        0"," ,0","     17.48","0","     27.10","0","      7.87","0","",""
"USC00412354","2004","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","    971.5","","     971.5","0","        57","0","        44","0","         8","0","        0","","         1","0","         0","0","        84","0","         0","0","       239","0","       112","0","","","","","  -13.3","0,0103, ","     0"," ,0,1231,+","    51"," ,0,1204, ","  43.2"," ,0,0930, ","   41.1","0,0709,+","","","-5.0","0,1103","-5.0","0,1103","-5.0","0,1103","-7.8","0,1201","-10.0","0,1227","-0.6","0,0412","-3.3","0,0306","-6.1","0,0225","-8.9","0,0202","-8.9","0,0202","    1444.3","3","      30.0","0,3,2","    1444.3","0","      36.7","0,3,2","      -0.6","0,3,2","       4.4","0,3,2","      15.4","0,3,2","      21.2","0,3,2","    589.8"," ,0","       51"," ,0","     16.65","0","     25.78","0","      7.52","0","",""
"USC00412354","2005","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1053.4","","    1053.4","0","        32","0","        28","0","         0","0","        0","","         0","0","         0","0","       100","0","         0","0","       268","0","       135","0","","","","","  -15.0","0,1208, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.1"," ,0,0207, ","   42.8","0,0704, ","","","-0.6","0,1025","-3.3","0,1101","-6.1","0,1117","-6.7","0,1119","-8.9","0,1128","-1.1","0,0413","-2.2","0,0410","-4.4","0,0403","-7.2","0,0202","","","    1609.2","2","      32.8","0,3,2","    1609.2","0","      38.3","0,3,2","      -1.1","0,3,2","       4.4","0,3,2","      17.0","0,3,2","      22.3","0,3,2","    243.8"," ,0","        0"," ,0","     16.92","0","     27.56","0","      6.29","0","     19639","0"
"USC00412354","2006","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","    984.9","","     984.9","0","        30","0","        26","0","         4","0","        0","","         0","0","         0","0","       109","0","         0","0","       290","0","       131","0","","","","","  -14.4","0,1204, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0728, ","   42.2","0,0616,+","","","-2.8","0,1020","-2.8","0,1020","-8.9","0,1116","-8.9","0,1116","-8.9","0,1116","-5.6","0,0324","-5.6","0,0324","-5.6","0,0324","-6.7","0,0315","-13.3","0,0213","    1391.7","7","      33.3","0,3,2","    1391.7","0","      40.0","0,3,2","       2.8","0,3,2","       6.7","0,3,2","      18.0","0,3,2","      23.6","0,3,2","    355.6"," ,0","        0"," ,0","     16.85","0","     28.08","0","      5.62","0","     21498","0"
"USC00412354","2007","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","    995.5","","     995.5","0","","","","","","","        0","","         0","0","         0","0","       109","0","         3","0","       275","0","       136","0","","","","","  -11.1","0,1227, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   41.7","0,0821, ","","","-5.6","0,1023","-5.6","0,1023","-5.6","0,1023","-8.3","0,1217","-8.9","0,1226","-0.6","0,0409","-9.4","0,0306","-9.4","0,0306","-9.4","0,0306","-9.4","0,0306","    1706.9","9","      32.8","0,3,2","    1706.9","0","      38.9","0,3,2","       2.2","0,3,2","       3.3","0,3,2","      17.6","0,3,2","      23.1","0,3,2","","","        0"," ,0","     16.59","0","     27.06","0","      6.13","0","     21466","0"
"USC00412354","2008","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","    941.0","","     941.0","0","        25","0","        14","0","         4","0","        0","","         0","0","         0","0","       124","0","         0","0","       283","0","       119","0","","","","","  -11.7","0,1210, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.7"," ,0,0901, ","   42.8","0,0618,+","","","-2.8","0,1024","-2.8","0,1024","-7.2","0,1107","-7.2","0,1107","-11.7","0,1210","0.0","0,0429","-2.2","0,0428","-6.7","0,0408","-6.7","0,0408","-9.4","0,0304","    1549.2","2","      31.7","0,3,2","    1549.2","0","      38.3","0,3,2","       0.0","0,3,2","       4.4","0,3,2","      17.1","0,3,2","      23.0","0,3,2","    298.1"," ,0","        0"," ,0","     16.56","0","     27.51","0","      5.62","0","",""
"USC00412354","2009","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1214.2","","    1214.2","0","        35","0","        28","0","         4","0","        0","","         1","0","         0","0","       112","0","         0","0","       294","0","       147","0","","","","","  -12.2","0,0130, ","     0"," ,0,1231,+","    51"," ,0,1204, ","  43.2"," ,0,0731, ","   42.2","0,0716,+","    2784.4","0","-2.8","0,1027","-2.8","0,1027","-5.0","0,1030","-8.3","0,1118","-9.4","0,1207","-2.8","0,0407","-2.8","0,0407","-8.3","0,0223","-8.3","0,0223","-9.4","0,0202","    1410.6","6","      36.1","0,3,2","    1410.6","0","      41.7","0,3,2","      -2.8","0,3,2","       5.0","0,3,2","      18.8","0,3,2","      24.4","0,3,2","    334.6"," ,0","       51"," ,0","     17.56","0","     28.25","0","      6.87","0","     25317","0"
"USC00412354","2010","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1234.2","","    1234.2","0","        30","0","        26","0","         4","0","        0","","         0","0","         0","0","       121","0","         0","0","       280","0","       143","0","","","","","  -12.2","0,1129, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0830, ","   43.9","0,0607, ","","","-2.2","0,1105","-2.2","0,1105","-4.4","0,1115","-9.4","0,1128","-9.4","0,1128","0.0","0,0409","-3.9","0,0329","-4.4","0,0326","-7.2","0,0324","-9.4","0,0110","    1690.2","2","      35.6","0,3,2","    1690.2","0","      42.2","0,3,2","       1.7","0,3,2","       4.4","0,3,2","      18.2","0,3,2","      23.7","0,3,2","    325.2"," ,0","        0"," ,0","     17.18","0","     28.02","0","      6.35","0","",""
"USC00412354","2011","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","","","","","        13","7","        12","7","         3","7","","","","","","","","","         2","K","       285","K","       161","K","","","","","","","","","","","  50.8"," ,7,0201, ","   45.6","K,0627, ","","","","","","","","","","","","","","","","","","","","","","","","","      33.9","K,3,2","","","      39.4","K,3,2","      -5.0","K,3,2","       1.1","K,3,2","      18.1","K,3,2","      24.7","K,3,2","    206.9"," ,7","","","","","     29.07","K","","","     31100","K"
"USC00412354","2012","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1206.9","","    1206.9","7","        19","7","        15","7","         1","7","","","","","         0","7","       113","7","         0","7","       303","7","       166","7","","","","","  -11.1","7,0221, ","","","","","  45.7"," ,7,0706, ","   42.2","7,0703, ","    2852.1","7","-0.6","K,1029","-7.2","K,1112","-7.2","K,1112","-7.2","K,1112","-10.0","7,1211","0.0","K,0403","-3.3","K,0314","-5.6","K,0313","-7.8","K,0310","-11.1","K,0221","","","      32.2","7,3,2","","","      38.3","7,3,2","       1.1","7,3,2","       4.4","7,3,2","      17.4","7,3,2","      23.9","7,3,2","    200.2"," ,7","","","     17.83","7","     29.34","7","      6.32","7","     28399","7"
"USC00412354","2013","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1541.7","7","","","    1541.7","7","","","","","","","","","","","","","","","","","","","","","",""
"USC00412354","2015","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","   1129.0","","    1129.0","7","        44","7","        38","7","         2","7","","","","","         0","7","       109","7","         0","7","       267","7","       118","7","","","","","  -11.7","7,1231, ","","","","","  38.1"," ,7,1005, ","   40.0","7,0807, ","","","-2.2","7,1106","-2.2","7,1106","-4.4","7,1113","-6.7","7,1122","-8.9","7,1216","0.0","7,0420","-3.3","7,0311","-5.0","7,0309","-8.9","7,0306","-8.9","7,0306","    1679.4","4","      37.2","7,3,2","    1679.4","7","      39.4","7,3,2","       1.1","7,3,2","       4.4","7,3,2","      17.8","7,3,2","      23.4","7,3,2","    404.4"," ,7","","","     16.74","7","     26.33","7","      7.15","7","     26220","7"
"USC00412354","2016","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","    921.8","","     921.8","7","        32","7","        21","7","         0","7","","","","","         0","7","       101","7","         0","7","       279","7","        98","7","","","","","  -13.3","7,0204, ","","","","","  19.1"," ,7,0907, ","   41.1","7,0715,+","","","0.0","7,1114","-2.8","7,1121","-7.8","7,1130","-7.8","7,1130","","","0.0","7,0403","-3.3","7,0402","-4.4","7,0226","-6.7","7,0210","-11.7","7,0208","    1764.4","4","      31.7","7,3,2","    1764.4","7","      41.7","7,3,2","      -1.1","7,3,2","       5.6","7,3,2","      16.0","7,3,2","      25.3","7,3,2","    190.1"," ,7","","","     16.52","7","     26.49","7","      6.54","7","     38692","7"
"USC00412354","2017","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","","","","","        20","7","        15","7","         1","7","","","","","","","","","","","","","","","","","","","","","","","","","  25.9"," ,7,0815, ","","","","","","","","","","","","","","","","","","","","","","","","","    1310.8","8","      30.0","7,3,2","    1310.8"," ","      41.1","7,3,2","      -0.6","7,3,2","       6.1","7,3,2","      16.2","7,3,2","      26.0","7,3,2","    172.4"," ,7","","","","","","","","","     39918","7"
